method,latent_mass_success,mean_mass,mean_set_size,singleton,full_set,seed,m,ncal,ntest,k,q_mass,alpha,delta,regime,sigma
majority_cp,0.999,0.8876956163288157,3.7613333333333334,0.0,0.0,2026184579,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9125478587450683,3.9683333333333333,0.0,0.0,2026184579,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9936666666666667,0.83817863217121,3.41,0.002,0.0,2026184579,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.8923456136259545,3.801,0.0,0.0,2026184580,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8721821427983973,3.651666666666667,0.0,0.0,2026184580,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9893333333333333,0.8213024216246302,3.2996666666666665,0.004,0.0,2026184580,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9953333333333333,0.8554331521114458,3.5156666666666667,0.0013333333333333333,0.0,2026184581,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9043246886179613,3.8996666666666666,0.0,0.0,2026184581,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.989,0.8337580912760921,3.376,0.005,0.0,2026184581,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9953333333333333,0.8552390275927327,3.546666666666667,0.0,0.0,2026184582,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.8869685465255482,3.787,0.0,0.0,2026184582,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9846666666666667,0.8148301596131305,3.276666666666667,0.006333333333333333,0.0,2026184582,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.9003574259457278,3.873666666666667,0.0,0.0,2026184583,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9078222543280966,3.9353333333333333,0.0,0.0,2026184583,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.997,0.8612923839104217,3.5806666666666667,0.0013333333333333333,0.0,2026184583,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.9000171329582872,3.888333333333333,0.0,0.0,2026184584,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9136330461400464,3.9996666666666667,0.0,0.0,2026184584,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9913333333333333,0.8394706846431919,3.448,0.0016666666666666668,0.0,2026184584,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.8924127613603231,3.804666666666667,0.0,0.0,2026184585,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.893228848400285,3.812666666666667,0.0,0.0,2026184585,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9936666666666667,0.8304038707817604,3.3543333333333334,0.0036666666666666666,0.0,2026184585,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.993,0.8373351377635018,3.3926666666666665,0.002,0.0,2026184586,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.8729288884068953,3.6416666666666666,0.0,0.0,2026184586,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9723333333333334,0.7832262473816537,3.06,0.009666666666666667,0.0,2026184586,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.876642894788039,3.666,0.0003333333333333333,0.0,2026184587,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9415717226145938,4.270666666666667,0.0,0.27066666666666667,2026184587,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9923333333333333,0.831055010359224,3.3503333333333334,0.0033333333333333335,0.0,2026184587,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9133444484380907,3.973333333333333,0.0,0.0,2026184588,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9402690259965918,4.284,0.0,0.284,2026184588,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.993,0.8314970755082368,3.379,0.0026666666666666666,0.0,2026184588,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.9011572843658233,3.8703333333333334,0.0003333333333333333,0.0,2026184589,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9104304296879739,3.9523333333333333,0.0,0.0,2026184589,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.984,0.8190282134295306,3.284,0.007,0.0,2026184589,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8890590324152848,3.765,0.0003333333333333333,0.0,2026184590,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8914656647568961,3.786,0.0003333333333333333,0.0,2026184590,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.989,0.829402880550651,3.333,0.004,0.0,2026184590,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.883214343364054,3.7203333333333335,0.0,0.0,2026184591,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8920946050169923,3.7903333333333333,0.0,0.0,2026184591,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9926666666666667,0.8247574601166925,3.312333333333333,0.0033333333333333335,0.0,2026184591,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8832124007682025,3.7196666666666665,0.0006666666666666666,0.0,2026184592,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9075320719299639,3.9146666666666667,0.0,0.0,2026184592,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9916666666666667,0.8311888440726168,3.3476666666666666,0.0036666666666666666,0.0,2026184592,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.88391981303211,3.7383333333333333,0.0003333333333333333,0.0,2026184593,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9144958524749702,3.984,0.0,0.0,2026184593,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9926666666666667,0.822755108999715,3.3103333333333333,0.0036666666666666666,0.0,2026184593,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9016694822980289,3.8846666666666665,0.0,0.0,2026184594,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9195734263924842,4.0536666666666665,0.0,0.05366666666666667,2026184594,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9926666666666667,0.8333267915094466,3.39,0.002,0.0,2026184594,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.886302569240293,3.755,0.0,0.0,2026184595,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9008444774711194,3.868333333333333,0.0,0.0,2026184595,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.989,0.8267030552703386,3.3396666666666666,0.005333333333333333,0.0,2026184595,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8912761458802383,3.804,0.0,0.0,2026184596,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9065482727304173,3.916,0.0,0.0,2026184596,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.992,0.8382754980166416,3.42,0.004333333333333333,0.0,2026184596,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8926867552700579,3.8116666666666665,0.0,0.0,2026184597,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8954416180280084,3.8353333333333333,0.0,0.0,2026184597,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.983,0.8114622298367016,3.2516666666666665,0.009666666666666667,0.0,2026184597,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.998,0.883562449155332,3.727333333333333,0.0,0.0,2026184598,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.883562449155332,3.727333333333333,0.0,0.0,2026184598,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9893333333333333,0.8319710574275817,3.367,0.004666666666666667,0.0,2026184598,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8801458284162906,3.7,0.0006666666666666666,0.0,2026184599,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8988425976476686,3.845666666666667,0.0,0.0,2026184599,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.995,0.835311683275725,3.373666666666667,0.0036666666666666666,0.0,2026184599,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8904921237073271,3.776,0.0003333333333333333,0.0,2026184600,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9071036603579071,3.908,0.0,0.0,2026184600,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9956666666666667,0.848992101319288,3.4736666666666665,0.0013333333333333333,0.0,2026184600,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8915731991145093,3.7763333333333335,0.0,0.0,2026184601,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9118747780126799,3.941333333333333,0.0,0.0,2026184601,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9893333333333333,0.8257194169974407,3.3193333333333332,0.005333333333333333,0.0,2026184601,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9047584590649645,3.925333333333333,0.0,0.0,2026184602,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8972176591919652,3.8653333333333335,0.0,0.0,2026184602,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9946666666666667,0.8387367413648774,3.427,0.003,0.0,2026184602,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8624133287660046,3.582666666666667,0.0006666666666666666,0.0,2026184603,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8719983365717375,3.65,0.0,0.0,2026184603,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9906666666666667,0.8314279559536126,3.371,0.0023333333333333335,0.0,2026184603,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.9014192628380084,3.872333333333333,0.0,0.0,2026184604,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9014192628380084,3.872333333333333,0.0,0.0,2026184604,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.989,0.8271878173925631,3.3233333333333333,0.004,0.0,2026184604,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8851536168098123,3.7416666666666667,0.0003333333333333333,0.0,2026184605,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9210212013797371,4.044666666666667,0.0,0.04466666666666667,2026184605,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9896666666666667,0.826140787899841,3.328,0.004666666666666667,0.0,2026184605,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.9009475993319757,3.8706666666666667,0.0,0.0,2026184606,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.896056205333417,3.8296666666666668,0.0,0.0,2026184606,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9926666666666667,0.8414846087376433,3.4366666666666665,0.0016666666666666668,0.0,2026184606,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8864740855694502,3.7616666666666667,0.0,0.0,2026184607,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8840491475291812,3.7426666666666666,0.0,0.0,2026184607,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9956666666666667,0.8516226312099038,3.5086666666666666,0.0013333333333333333,0.0,2026184607,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.9045088265790598,3.9033333333333333,0.0,0.0,2026184608,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9059134451184985,3.9143333333333334,0.0,0.0,2026184608,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9976666666666667,0.8621443166096746,3.577,0.0003333333333333333,0.0,2026184608,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9976666666666667,0.8727288402574174,3.6456666666666666,0.0006666666666666666,0.0,2026184609,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8995278561352126,3.8466666666666667,0.0003333333333333333,0.0,2026184609,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.993,0.8425410050228667,3.4306666666666668,0.0023333333333333335,0.0,2026184609,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9976666666666667,0.8772016932971458,3.6823333333333332,0.0,0.0,2026184610,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9976666666666667,0.8731498801372569,3.651,0.0,0.0,2026184610,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9803333333333333,0.8111995971099121,3.239333333333333,0.009333333333333334,0.0,2026184610,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.998,0.8740346039781134,3.6773333333333333,0.001,0.0,2026184611,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8879321676249924,3.7836666666666665,0.0,0.0,2026184611,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9836666666666667,0.809372513209995,3.2263333333333333,0.007333333333333333,0.0,2026184611,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.93895636989722,4.276666666666666,0.0,0.27666666666666667,2026184612,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.911830412677929,3.961333333333333,0.0,0.0,2026184612,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9953333333333333,0.8595175870041285,3.5556666666666668,0.002,0.0,2026184612,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9956666666666667,0.8325801265605313,3.3673333333333333,0.002,0.0,2026184613,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8872006979092176,3.757,0.0,0.0,2026184613,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9603333333333334,0.7625365255335603,2.941666666666667,0.019666666666666666,0.0,2026184613,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8960453314698399,3.841666666666667,0.0,0.0,2026184614,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9036789667137509,3.9053333333333335,0.0,0.0,2026184614,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9933333333333333,0.8566237261509245,3.5406666666666666,0.002,0.0,2026184614,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8740976679425104,3.676,0.001,0.0,2026184615,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9024074896671685,3.8943333333333334,0.0,0.0,2026184615,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9913333333333333,0.8217817824942895,3.3183333333333334,0.005,0.0,2026184615,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9943333333333333,0.8479856923070848,3.48,0.002,0.0,2026184616,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.8933824650823619,3.805,0.0,0.0,2026184616,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9823333333333333,0.8079983068513623,3.2203333333333335,0.007,0.0,2026184616,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8926893244718273,3.8016666666666667,0.0,0.0,2026184617,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8926893244718273,3.8016666666666667,0.0,0.0,2026184617,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.991,0.8274732155815306,3.3366666666666664,0.004333333333333333,0.0,2026184617,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8726278474517961,3.6723333333333334,0.0006666666666666666,0.0,2026184618,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8744779996743582,3.6866666666666665,0.0006666666666666666,0.0,2026184618,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.987,0.815101875444144,3.280666666666667,0.005333333333333333,0.0,2026184618,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8812314849173051,3.724666666666667,0.0,0.0,2026184619,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.9093136266141731,3.951,0.0,0.0,2026184619,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.992,0.8353848856426593,3.411,0.0013333333333333333,0.0,2026184619,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9176134472437337,4.046,0.0,0.046,2026184620,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9089094366048747,3.958666666666667,0.0,0.0,2026184620,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.992,0.8347734989319336,3.405666666666667,0.0033333333333333335,0.0,2026184620,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.902275758625879,3.8866666666666667,0.0,0.0,2026184621,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9074891261039183,3.934,0.0,0.0,2026184621,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.995,0.8493905750505276,3.4943333333333335,0.0026666666666666666,0.0,2026184621,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8790196250949396,3.7183333333333333,0.0003333333333333333,0.0,2026184622,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8793651637587108,3.721,0.0003333333333333333,0.0,2026184622,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9806666666666667,0.8010307814417574,3.1806666666666668,0.012,0.0,2026184622,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8926869146972106,3.777,0.0003333333333333333,0.0,2026184623,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9062623013457669,3.8886666666666665,0.0003333333333333333,0.0,2026184623,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9913333333333333,0.8332685938760219,3.3486666666666665,0.006333333333333333,0.0,2026184623,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8654189884488827,3.6093333333333333,0.001,0.0,2026184624,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9051583312958267,3.9126666666666665,0.0,0.0,2026184624,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.987,0.8252347795428283,3.336,0.006666666666666667,0.0,2026184624,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8822917816788922,3.7196666666666665,0.0,0.0,2026184625,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.904034440649667,3.901666666666667,0.0,0.0,2026184625,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9933333333333333,0.8337495420260792,3.369666666666667,0.005333333333333333,0.0,2026184625,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8742444281843382,3.6646666666666667,0.0,0.0,2026184626,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8971694185179112,3.8406666666666665,0.0,0.0,2026184626,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9926666666666667,0.837579845276188,3.415,0.003,0.0,2026184626,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9953333333333333,0.8472479870630102,3.4803333333333333,0.0016666666666666668,0.0,2026184627,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9966666666666667,0.8584196450039717,3.5566666666666666,0.0006666666666666666,0.0,2026184627,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9866666666666667,0.8117831726423426,3.246,0.004333333333333333,0.0,2026184627,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9084943465622047,3.9346666666666668,0.0,0.0,2026184628,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9107714839957128,3.957,0.0,0.0,2026184628,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9916666666666667,0.8299218821327143,3.354,0.0023333333333333335,0.0,2026184628,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.872465397152451,3.6473333333333335,0.0,0.0,2026184629,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9224634238770953,4.057333333333333,0.0,0.05733333333333333,2026184629,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9936666666666667,0.8325856221437498,3.3783333333333334,0.0026666666666666666,0.0,2026184629,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.9009527912829738,3.8703333333333334,0.0,0.0,2026184630,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9124768788927716,3.9616666666666664,0.0,0.0,2026184630,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9953333333333333,0.8582277896251413,3.554333333333333,0.002,0.0,2026184630,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8751995586116437,3.66,0.0003333333333333333,0.0,2026184631,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.8984394198961596,3.841666666666667,0.0,0.0,2026184631,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9883333333333333,0.8089272390104423,3.2023333333333333,0.008,0.0,2026184631,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8895637108936382,3.792666666666667,0.0,0.0,2026184632,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8892243742003647,3.7893333333333334,0.0,0.0,2026184632,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.98,0.7993638342981675,3.1766666666666667,0.009,0.0,2026184632,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8874642055760738,3.7746666666666666,0.0,0.0,2026184633,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9120849342726868,3.972,0.0,0.0,2026184633,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.992,0.8327707071805268,3.3873333333333333,0.004,0.0,2026184633,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9976666666666667,0.8881201118144176,3.7723333333333335,0.0003333333333333333,0.0,2026184634,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.9043399216546875,3.8966666666666665,0.0,0.0,2026184634,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.991,0.8228194371040363,3.3273333333333333,0.0036666666666666666,0.0,2026184634,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.8921965871550882,3.7983333333333333,0.0,0.0,2026184635,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8793510773617933,3.707333333333333,0.0,0.0,2026184635,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9933333333333333,0.846870350152686,3.4646666666666666,0.0023333333333333335,0.0,2026184635,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8729974047224005,3.6506666666666665,0.0013333333333333333,0.0,2026184636,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9212145275201874,4.056333333333333,0.0,0.05633333333333333,2026184636,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9906666666666667,0.8176694744100201,3.273,0.005,0.0,2026184636,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9081194954160425,3.9206666666666665,0.0,0.0,2026184637,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9047629028556815,3.893,0.0,0.0,2026184637,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9966666666666667,0.8485477569965963,3.4713333333333334,0.002,0.0,2026184637,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8960694277296305,3.811,0.0003333333333333333,0.0,2026184638,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9397790474274117,4.285,0.0,0.285,2026184638,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
